title,search_term_x,dog_order,dog_order_by_size,category,link,image,Coat_length,Exercise,Grooming,Lifespan,Sheds,Size,Size_of_garden,Size_of_home,Town_or_country,Vulnerable_native_breed,breed_in_query,queries,term,suggestion,str_position,search_start,search_end_x,search_end_y,search_term_y,term_category,terms_grouped,question_order
Border Collie,border+collie,8,17,Pastoral,/search/breeds-a-to-z/breeds/pastoral/border-collie/,/media/1435/border-collie-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540180000000,Medium,More than 2 hours per day,More than once a week,Over 12 years,Yes,Medium,Large garden,Small house,Either,No,border+collie,why+does+my+border+collie,why+does+my+border+collie,why does my border collie follow me everywhere,12,why does my,follow me everywhere,follow me everywhere,follow me everywhere,gets personal,follow me everywhere,36
Belgian Malinois,belgian+malinois,5,18,,,,,,,,,Medium,,,,,belgian+malinois,why+does+my+belgian+malinois,why+does+my+belgian+malinois,why does my belgian malinois follow me everywhere,12,why does my,follow me everywhere,follow me everywhere,follow me everywhere,gets personal,follow me everywhere,36
Australian Shepherd,australian+shepherd,2,20,Pastoral,/search/breeds-a-to-z/breeds/pastoral/australian-shepherd/,/media/1413/australian-shepherd-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140470860000000,Medium,More than 2 hours per day,More than once a week,Over 10 years,Yes,Medium,Large garden,Large house,Country,No,australian+shepherd,why+does+my+australian+shepherd,why+does+my+australian+shepherd,why does my australian shepherd follow me everywhere,12,why does my,follow me everywhere,follow me everywhere,follow me everywhere,gets personal,follow me everywhere,36
Akita,akita,1,17,Utility,/search/breeds-a-to-z/breeds/utility/akita/,/media/2907/akita-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812130000000,Short,More than 2 hours per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,akita,why+does+my+akita,why+does+my+akita,why does my akita follow me everywhere,12,why does my,follow me everywhere,follow me everywhere,follow me everywhere,gets personal,follow me everywhere,36
Weimaraner,weimaraner,58,1,Gundog,/search/breeds-a-to-z/breeds/gundog/weimaraner/,/media/1199/weimaraner-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132410081670000000,Short & long,More than 2 hours per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,weimaraner,why+does+my+weimaraner,why+does+my+weimaraner,why does my weimaraner fart so much,12,why does my,fart so much,fart so much,fart so much,odeur,fart so much,72
Staffordshire Bull Terrier,staffy,56,3,Terrier,/search/breeds-a-to-z/breeds/terrier/staffordshire-bull-terrier/,/media/1589/staffordshire-bull-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143800790000000,Short,Up to 1 hour per day,Once a week,Over 12 years,Yes,Small,Small/ medium garden,Small house,Either,No,staffy,why+does+my+staffy,why+does+my+staffy,why does my staffy fart so much,12,why does my,fart so much,fart so much,fart so much,odeur,fart so much,72
Mastiff,mastiff,39,6,Working,/search/breeds-a-to-z/breeds/working/mastiff/,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Short,Up to 1 hour per day,Once a week,Under 10 years,Yes,Large,Large garden,Large house,Country,Yes,mastiff,why+does+my+mastiff,why+does+my+mastiff,why does my mastiff fart so much,12,why does my,fart so much,fart so much,fart so much,odeur,fart so much,72
French Bulldog,french+bulldog,26,14,Utility,/search/breeds-a-to-z/breeds/utility/french-bulldog/,/media/2939/french-bulldog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143848790000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,french+bulldog,why+does+my+french+bulldog,why+does+my+french+bulldog,why does my french bulldog fart so much,12,why does my,fart so much,fart so much,fart so much,odeur,fart so much,72
Dalmatian,dalmatian,24,11,Utility,/search/breeds-a-to-z/breeds/utility/dalmatian/,/media/2935/dalmatian-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143813400000000,Short,More than 2 hours per day,Once a week,Over 12 years,Yes,Medium,Large garden,Large house,Either,No,dalmatian,why+does+my+dalmatian,why+does+my+dalmatian,why does my dalmatian fart so much,12,why does my,fart so much,fart so much,fart so much,odeur,fart so much,72
Bull Terrier,bull+terrier,12,16,Terrier,/search/breeds-a-to-z/breeds/terrier/bull-terrier/,/media/1529/bull-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143782960000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Medium,Small/ medium garden,Small house,Either,No,bull+terrier,why+does+my+bull+terrier,why+does+my+bull+terrier,why does my bull terrier fart so much,12,why does my,fart so much,fart so much,fart so much,odeur,fart so much,72
Boxer,boxer,11,15,Working,/search/breeds-a-to-z/breeds/working/boxer/,/media/2918/boxer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143872640000000,Short,More than 2 hours per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,boxer,why+does+my+boxer,why+does+my+boxer,why does my boxer fart so much,12,why does my,fart so much,fart so much,fart so much,odeur,fart so much,72
Boston Terrier,boston+terrier,10,20,Utility,/search/breeds-a-to-z/breeds/utility/boston-terrier/,/media/2910/boston-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812320000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,boston+terrier,why+does+my+boston+terrier,why+does+my+boston+terrier,why does my boston terrier fart so much,12,why does my,fart so much,fart so much,fart so much,odeur,fart so much,72
Weimaraner,weimaraner,58,1,Gundog,/search/breeds-a-to-z/breeds/gundog/weimaraner/,/media/1199/weimaraner-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132410081670000000,Short & long,More than 2 hours per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,weimaraner,why+does+my+weimaraner,why+does+my+weimaraner,why does my weimaraner nook,12,why does my,nook,nook,nook,behaviour,nook,25
Vizsla,vizsla,57,1,,,,,,,,,Medium,,,,,vizsla,why+does+my+vizsla,why+does+my+vizsla,why does my vizsla sit on me,12,why does my,sit on me,sit on me,sit on me,gets personal,lay / lean /stand / sit on me,40
St. Bernard,st+bernard,55,2,Working,/search/breeds-a-to-z/breeds/working/st-bernard/,/media/2977/st-bernard-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238760000000,Short,Up to 1 hour per day,More than once a week,Under 10 years,Yes,Large,Large garden,Large house,Either,No,st+bernard,why+does+my+st+bernard,why+does+my+st+bernard,why does my st bernard sit on me,12,why does my,sit on me,sit on me,sit on me,gets personal,lay / lean /stand / sit on me,40
Rottweiler,rottweiler,47,3,Working,/search/breeds-a-to-z/breeds/working/rottweiler/,/media/2974/rottweiler-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238200000000,Short,More than 2 hours per day,Once a week,Under 10 years,Yes,Large,Large garden,Large house,Either,No,rottweiler,why+does+my+rottweiler,why+does+my+rottweiler,why does my rottweiler sit on me,12,why does my,sit on me,sit on me,sit on me,gets personal,lay / lean /stand / sit on me,40
Retriever (Golden),golden+retriever,45,5,Gundog,/search/breeds-a-to-z/breeds/gundog/retriever-golden/,/media/1184/retriever-golden-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140431570000000,Medium,More than 2 hours per day,More than once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,golden+retriever,why+does+my+golden+retriever,why+does+my+golden+retriever,why does my golden retriever sit on me,12,why does my,sit on me,sit on me,sit on me,gets personal,lay / lean /stand / sit on me,40
Mastiff,mastiff,39,6,Working,/search/breeds-a-to-z/breeds/working/mastiff/,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Short,Up to 1 hour per day,Once a week,Under 10 years,Yes,Large,Large garden,Large house,Country,Yes,mastiff,why+does+my+mastiff,why+does+my+mastiff,why does my mastiff sit on me,12,why does my,sit on me,sit on me,sit on me,gets personal,lay / lean /stand / sit on me,40
Great Pyrenees,great+pyrenees,31,9,,,,,,,,,Large,,,,,great+pyrenees,why+does+my+great+pyrenees,why+does+my+great+pyrenees,why does my great pyrenees sit on me,12,why does my,sit on me,sit on me,sit on me,gets personal,lay / lean /stand / sit on me,40
Great Dane,great+dane,30,10,Working,/search/breeds-a-to-z/breeds/working/great-dane/,/media/2663/great-dane.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144234850000000,Short,More than 2 hours per day,Once a week,Under 10 years,Yes,Large,Large garden,Large house,Either,No,great+dane,why+does+my+great+dane,why+does+my+great+dane,why does my great dane sit on me,12,why does my,sit on me,sit on me,sit on me,gets personal,lay / lean /stand / sit on me,40
German Shorthaired Pointer,gsp,28,10,Gundog,/search/breeds-a-to-z/breeds/gundog/german-shorthaired-pointer/,/media/1164/german-shorthaired-pointer-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140424900000000,Short,More than 2 hours per day,Once a week,Over 10 years,Yes,Medium,Large garden,Large house,Country,No,gsp,why+does+my+gsp,why+does+my+gsp,why does my gsp sit on me,12,why does my,sit on me,sit on me,sit on me,gets personal,lay / lean /stand / sit on me,40
German Shepherd Dog,german+shepherd,27,11,Pastoral,/search/breeds-a-to-z/breeds/pastoral/german-shepherd-dog/,/media/3259/german-shepherd-dog.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132186393170000000,Short & long,More than 2 hours per day,More than once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,german+shepherd,why+does+my+german+shepherd,why+does+my+german+shepherd,why does my german shepherd sit on me,12,why does my,sit on me,sit on me,sit on me,gets personal,lay / lean /stand / sit on me,40
Boxer,boxer,11,15,Working,/search/breeds-a-to-z/breeds/working/boxer/,/media/2918/boxer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143872640000000,Short,More than 2 hours per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,boxer,why+does+my+boxer,why+does+my+boxer,why does my boxer sit on me,12,why does my,sit on me,sit on me,sit on me,gets personal,lay / lean /stand / sit on me,40
Border Collie,border+collie,8,17,Pastoral,/search/breeds-a-to-z/breeds/pastoral/border-collie/,/media/1435/border-collie-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540180000000,Medium,More than 2 hours per day,More than once a week,Over 12 years,Yes,Medium,Large garden,Small house,Either,No,border+collie,why+does+my+border+collie,why+does+my+border+collie,why does my border collie sit on me,12,why does my,sit on me,sit on me,sit on me,gets personal,lay / lean /stand / sit on me,40
Bernese Mountain Dog,bernese+mountain+dog,6,16,Working,/search/breeds-a-to-z/breeds/working/bernese-mountain-dog/,/media/2919/bernese-mountain-dog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143872230000000,Medium,Up to 1 hour per day,More than once a week,Under 10 years,Yes,Large,Large garden,Large house,Either,No,bernese+mountain+dog,why+does+my+bernese+mountain+dog,why+does+my+bernese+mountain+dog,why does my bernese mountain dog sit on me,12,why does my,sit on me,sit on me,sit on me,gets personal,lay / lean /stand / sit on me,40
Australian Shepherd,australian+shepherd,2,20,Pastoral,/search/breeds-a-to-z/breeds/pastoral/australian-shepherd/,/media/1413/australian-shepherd-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140470860000000,Medium,More than 2 hours per day,More than once a week,Over 10 years,Yes,Medium,Large garden,Large house,Country,No,australian+shepherd,why+does+my+australian+shepherd,why+does+my+australian+shepherd,why does my australian shepherd sit on me,12,why does my,sit on me,sit on me,sit on me,gets personal,lay / lean /stand / sit on me,40
Vizsla,vizsla,57,1,,,,,,,,,Medium,,,,,vizsla,why+does+my+vizsla,why+does+my+vizsla,why does my vizsla smell like fish,12,why does my,smell like fish,smell like fish,smell like fish,health,smell like fish,57
Schnauzer,schnauzer,49,6,Utility,/search/breeds-a-to-z/breeds/utility/schnauzer/,/media/2975/schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870290000000,Medium,Up to 1 hour per day,More than once a week,Over 10 years,Yes,Medium,Small/ medium garden,Small house,Either,No,schnauzer,why+does+my+schnauzer,why+does+my+schnauzer,why does my schnauzer smell like fish,12,why does my,smell like fish,smell like fish,smell like fish,health,smell like fish,57
Great Dane,great+dane,30,10,Working,/search/breeds-a-to-z/breeds/working/great-dane/,/media/2663/great-dane.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144234850000000,Short,More than 2 hours per day,Once a week,Under 10 years,Yes,Large,Large garden,Large house,Either,No,great+dane,why+does+my+great+dane,why+does+my+great+dane,why does my great dane smell like fish,12,why does my,smell like fish,smell like fish,smell like fish,health,smell like fish,57
Bulldog,bulldog,13,15,Utility,/search/breeds-a-to-z/breeds/utility/bulldog/,/media/2913/bulldog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812570000000,Short,Up to 1 hour per day,Once a week,Under 10 years,Yes,Medium,Small/ medium garden,Small house,Either,No,bulldog,why+does+my+bulldog,why+does+my+bulldog,why does my bulldog smell like fish,12,why does my,smell like fish,smell like fish,smell like fish,health,smell like fish,57
Boston Terrier,boston+terrier,10,20,Utility,/search/breeds-a-to-z/breeds/utility/boston-terrier/,/media/2910/boston-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812320000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,boston+terrier,why+does+my+boston+terrier,why+does+my+boston+terrier,why does my boston terrier smell like fish,12,why does my,smell like fish,smell like fish,smell like fish,health,smell like fish,57
Beagle,beagle,4,23,Hound,/search/breeds-a-to-z/breeds/hound/beagle/,/media/1353/beagle-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454670000000,Short,Up to 1 hour per day,Once a week,Over 12 years,Yes,Small,Small/ medium garden,Small house,Either,No,beagle,why+does+my+beagle,why+does+my+beagle,why does my beagle smell like fish,12,why does my,smell like fish,smell like fish,smell like fish,health,smell like fish,57
Vizsla,vizsla,57,1,,,,,,,,,Medium,,,,,vizsla,why+does+my+vizsla,why+does+my+vizsla,why does my vizsla eat grass,12,why does my,eat grass,eat grass,eat grass,behaviour,eat grass,20
Siberian Husky,husky,53,3,Working,/search/breeds-a-to-z/breeds/working/siberian-husky/,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Short,More than 2 hours per day,More than once a week,Over 10 years,Yes,Medium,Large garden,Large house,Country,No,husky,why+does+my+husky,why+does+my+husky,why does my husky eat grass,12,why does my,eat grass,eat grass,eat grass,behaviour,eat grass,20
Shiba Inu,shiba+inu,51,4,,,,,,,,,Medium,,,,,shiba+inu,why+does+my+shiba+inu,why+does+my+shiba+inu,why does my shiba inu eat grass,12,why does my,eat grass,eat grass,eat grass,behaviour,eat grass,20
Retriever (Labrador),labrador,46,4,Gundog,/search/breeds-a-to-z/breeds/gundog/retriever-labrador/,/media/1185/retriever-labrador-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140433580000000,Short,More than 2 hours per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,labrador,why+does+my+labrador,why+does+my+labrador,why does my labrador eat grass,12,why does my,eat grass,eat grass,eat grass,behaviour,eat grass,20
Labradoodle,labradoodle,35,8,,,,,,,,,Medium,,,,,labradoodle,why+does+my+labradoodle,why+does+my+labradoodle,why does my labradoodle eat grass,12,why does my,eat grass,eat grass,eat grass,behaviour,eat grass,20
Greyhound,greyhound,32,8,Hound,/search/breeds-a-to-z/breeds/hound/greyhound/,/media/2941/greyhound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140459660000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,greyhound,why+does+my+greyhound,why+does+my+greyhound,why does my greyhound eat grass,12,why does my,eat grass,eat grass,eat grass,behaviour,eat grass,20
