Breed In Query,Category,Coat length,Exercise,Grooming,Image,Lifespan,Link,Queries,Search Category,Search End,Search End (group),Search End (group) 1,Search Start,Search Term,Sheds,Size,Size of garden,Size of home,Suggestion,Term,Title,Town or country,Vulnerable native breed,Str Position
german+shepherd,Pastoral,Short & long,More than 2 hours per day,More than once a week,/media/3259/german-shepherd-dog.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132186393170000000,Over 10 years,/search/breeds-a-to-z/breeds/pastoral/german-shepherd-dog/,why+does+my+german+shepherd,noise,whine,"whine, whine all the time, whine so much and 1 more","whine, whine all the time, whine so much",why does my,german+shepherd,Yes,Large,Large garden,Large house,why does my german shepherd whine,why+does+my+german+shepherd,German Shepherd Dog,Either,No,12
german+shepherd,Pastoral,Short & long,More than 2 hours per day,More than once a week,/media/3259/german-shepherd-dog.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132186393170000000,Over 10 years,/search/breeds-a-to-z/breeds/pastoral/german-shepherd-dog/,why+does+my+german+shepherd,noise,pant so much,"pant all the time, pant so much, panting and 3 more",pant so much,why does my,german+shepherd,Yes,Large,Large garden,Large house,why does my german shepherd pant so much,why+does+my+german+shepherd,German Shepherd Dog,Either,No,12
german+shepherd,Pastoral,Short & long,More than 2 hours per day,More than once a week,/media/3259/german-shepherd-dog.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132186393170000000,Over 10 years,/search/breeds-a-to-z/breeds/pastoral/german-shepherd-dog/,why+does+my+german+shepherd,behaviour,bite me,bite me,bite me,why does my,german+shepherd,Yes,Large,Large garden,Large house,why does my german shepherd bite me,why+does+my+german+shepherd,German Shepherd Dog,Either,No,12
german+shepherd,Pastoral,Short & long,More than 2 hours per day,More than once a week,/media/3259/german-shepherd-dog.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132186393170000000,Over 10 years,/search/breeds-a-to-z/breeds/pastoral/german-shepherd-dog/,why+does+my+german+shepherd,behaviour,lick me so much,lick me & lick me so much,lick me so much,why does my,german+shepherd,Yes,Large,Large garden,Large house,why does my german shepherd lick me so much,why+does+my+german+shepherd,German Shepherd Dog,Either,No,12
german+shepherd,Pastoral,Short & long,More than 2 hours per day,More than once a week,/media/3259/german-shepherd-dog.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132186393170000000,Over 10 years,/search/breeds-a-to-z/breeds/pastoral/german-shepherd-dog/,why+does+my+german+shepherd,behaviour,sit on me,"sit on me, y saint bernard sit on me, y st bernard sit on me",sit on me,why does my,german+shepherd,Yes,Large,Large garden,Large house,why does my german shepherd sit on me,why+does+my+german+shepherd,German Shepherd Dog,Either,No,12
german+shepherd,Pastoral,Short & long,More than 2 hours per day,More than once a week,/media/3259/german-shepherd-dog.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132186393170000000,Over 10 years,/search/breeds-a-to-z/breeds/pastoral/german-shepherd-dog/,why+does+my+german+shepherd,eating habits,eat poop,eat poop,eat his poop & eat poop,why does my,german+shepherd,Yes,Large,Large garden,Large house,why does my german shepherd eat poop,why+does+my+german+shepherd,German Shepherd Dog,Either,No,12
german+shepherd,Pastoral,Short & long,More than 2 hours per day,More than once a week,/media/3259/german-shepherd-dog.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132186393170000000,Over 10 years,/search/breeds-a-to-z/breeds/pastoral/german-shepherd-dog/,why+does+my+german+shepherd,noise,bark at me,bark at me,bark at me,why does my,german+shepherd,Yes,Large,Large garden,Large house,why does my german shepherd bark at me,why+does+my+german+shepherd,German Shepherd Dog,Either,No,12
german+shepherd,Pastoral,Short & long,More than 2 hours per day,More than once a week,/media/3259/german-shepherd-dog.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132186393170000000,Over 10 years,/search/breeds-a-to-z/breeds/pastoral/german-shepherd-dog/,why+does+my+german+shepherd,0,nibble me,nibble me,nibble me,why does my,german+shepherd,Yes,Large,Large garden,Large house,why does my german shepherd nibble me,why+does+my+german+shepherd,German Shepherd Dog,Either,No,12
german+shepherd,Pastoral,Short & long,More than 2 hours per day,More than once a week,/media/3259/german-shepherd-dog.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132186393170000000,Over 10 years,/search/breeds-a-to-z/breeds/pastoral/german-shepherd-dog/,why+does+my+german+shepherd,behaviour,lay on my feet,lay on my feet,lay on my feet,why does my,german+shepherd,Yes,Large,Large garden,Large house,why does my german shepherd lay on my feet,why+does+my+german+shepherd,German Shepherd Dog,Either,No,12
german+shepherd,Pastoral,Short & long,More than 2 hours per day,More than once a week,/media/3259/german-shepherd-dog.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132186393170000000,Over 10 years,/search/breeds-a-to-z/breeds/pastoral/german-shepherd-dog/,why+does+my+german+shepherd,behaviour,follow me everywhere,follow me everywhere,follow me everywhere & follows me everywhere,why does my,german+shepherd,Yes,Large,Large garden,Large house,why does my german shepherd follow me everywhere,why+does+my+german+shepherd,German Shepherd Dog,Either,No,12
german+shorthaired+pointer,Gundog,Short,More than 2 hours per day,Once a week,/media/1164/german-shorthaired-pointer-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140424900000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/german-shorthaired-pointer/,why+does+my+german+shorthaired+pointer,health,shake,"shake, shaking, shiver","keep shaking, s leg shake, shake and 3 more",why does my,german+shorthaired+pointer,Yes,Medium,Large garden,Large house,why does my german shorthaired pointer shake,why+does+my+german+shorthaired+pointer,German Shorthaired Pointer,Country,No,12
german+shorthaired+pointer,Gundog,Short,More than 2 hours per day,Once a week,/media/1164/german-shorthaired-pointer-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140424900000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/german-shorthaired-pointer/,why+does+my+german+shorthaired+pointer,noise,whine,"whine, whine all the time, whine so much and 1 more","whine, whine all the time, whine so much",why does my,german+shorthaired+pointer,Yes,Medium,Large garden,Large house,why does my german shorthaired pointer whine,why+does+my+german+shorthaired+pointer,German Shorthaired Pointer,Country,No,12
german+shorthaired+pointer,Gundog,Short,More than 2 hours per day,Once a week,/media/1164/german-shorthaired-pointer-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140424900000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/german-shorthaired-pointer/,why+does+my+german+shorthaired+pointer,noise,pee so much,pee so much,pee so much,why does my,german+shorthaired+pointer,Yes,Medium,Large garden,Large house,why does my german shorthaired pointer pee so much,why+does+my+german+shorthaired+pointer,German Shorthaired Pointer,Country,No,12
great+dane,Working,Short,More than 2 hours per day,Once a week,/media/2663/great-dane.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144234850000000,Under 10 years,/search/breeds-a-to-z/breeds/working/great-dane/,why+does+my+great+dane,0,nibble me,nibble me,nibble me,why does my,great+dane,Yes,Large,Large garden,Large house,why does my great dane nibble me,why+does+my+great+dane,Great Dane,Either,No,12
great+dane,Working,Short,More than 2 hours per day,Once a week,/media/2663/great-dane.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144234850000000,Under 10 years,/search/breeds-a-to-z/breeds/working/great-dane/,why+does+my+great+dane,behaviour,follow me everywhere,follow me everywhere,follow me everywhere & follows me everywhere,why does my,great+dane,Yes,Large,Large garden,Large house,why does my great dane follow me everywhere,why+does+my+great+dane,Great Dane,Either,No,12
great+dane,Working,Short,More than 2 hours per day,Once a week,/media/2663/great-dane.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144234850000000,Under 10 years,/search/breeds-a-to-z/breeds/working/great-dane/,why+does+my+great+dane,odeur,smell like fish,smell like fish,smell like fish,why does my,great+dane,Yes,Large,Large garden,Large house,why does my great dane smell like fish,why+does+my+great+dane,Great Dane,Either,No,12
great+dane,Working,Short,More than 2 hours per day,Once a week,/media/2663/great-dane.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144234850000000,Under 10 years,/search/breeds-a-to-z/breeds/working/great-dane/,why+does+my+great+dane,behaviour,sit on me,"sit on me, y saint bernard sit on me, y st bernard sit on me",sit on me,why does my,great+dane,Yes,Large,Large garden,Large house,why does my great dane sit on me,why+does+my+great+dane,Great Dane,Either,No,12
great+dane,Working,Short,More than 2 hours per day,Once a week,/media/2663/great-dane.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144234850000000,Under 10 years,/search/breeds-a-to-z/breeds/working/great-dane/,why+does+my+great+dane,0,lean on me,lean on me,lean on me,why does my,great+dane,Yes,Large,Large garden,Large house,why does my great dane lean on me,why+does+my+great+dane,Great Dane,Either,No,12
great+dane,Working,Short,More than 2 hours per day,Once a week,/media/2663/great-dane.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144234850000000,Under 10 years,/search/breeds-a-to-z/breeds/working/great-dane/,why+does+my+great+dane,0,shed so much,"shed, shed so much, shedding a lot and 3 more",shed & shed so much,why does my,great+dane,Yes,Large,Large garden,Large house,why does my great dane shed so much,why+does+my+great+dane,Great Dane,Either,No,12
great+dane,Working,Short,More than 2 hours per day,Once a week,/media/2663/great-dane.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144234850000000,Under 10 years,/search/breeds-a-to-z/breeds/working/great-dane/,why+does+my+great+dane,noise,get hiccups,get hiccups,get hiccups,why does my,great+dane,Yes,Large,Large garden,Large house,why does my great dane get hiccups,why+does+my+great+dane,Great Dane,Either,No,12
great+dane,Working,Short,More than 2 hours per day,Once a week,/media/2663/great-dane.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144234850000000,Under 10 years,/search/breeds-a-to-z/breeds/working/great-dane/,why+does+my+great+dane,health,have diarrhea,have diarrhea,have diarrhea,why does my,great+dane,Yes,Large,Large garden,Large house,why does my great dane puppy have diarrhea,why+does+my+great+dane,Great Dane,Either,No,12
great+dane,Working,Short,More than 2 hours per day,Once a week,/media/2663/great-dane.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144234850000000,Under 10 years,/search/breeds-a-to-z/breeds/working/great-dane/,why+does+my+great+dane,odeur,smell so bad,smell bad & smell so bad,"smell, smell bad, smell so bad and 1 more",why does my,great+dane,Yes,Large,Large garden,Large house,why does my great dane smell so bad,why+does+my+great+dane,Great Dane,Either,No,12
great+dane,Working,Short,More than 2 hours per day,Once a week,/media/2663/great-dane.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144234850000000,Under 10 years,/search/breeds-a-to-z/breeds/working/great-dane/,why+does+my+great+dane,pant,growl at me,growl at me,growl at me,why does my,great+dane,Yes,Large,Large garden,Large house,why does my great dane growl at me,why+does+my+great+dane,Great Dane,Either,No,12
greyhound,Hound,Short,Up to 1 hour per day,Once a week,/media/2941/greyhound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140459660000000,Over 10 years,/search/breeds-a-to-z/breeds/hound/greyhound/,why+does+my+greyhound,behaviour,stare at me,stare at me,stare at me,why does my,greyhound,Yes,Large,Large garden,Large house,why does my greyhound stare at me,why+does+my+greyhound,Greyhound,Either,No,12
greyhound,Hound,Short,Up to 1 hour per day,Once a week,/media/2941/greyhound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140459660000000,Over 10 years,/search/breeds-a-to-z/breeds/hound/greyhound/,why+does+my+greyhound,noise,whine,"whine, whine all the time, whine so much and 1 more","whine, whine all the time, whine so much",why does my,greyhound,Yes,Large,Large garden,Large house,why does my greyhound whine,why+does+my+greyhound,Greyhound,Either,No,12
greyhound,Hound,Short,Up to 1 hour per day,Once a week,/media/2941/greyhound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140459660000000,Over 10 years,/search/breeds-a-to-z/breeds/hound/greyhound/,why+does+my+greyhound,behaviour,lick me,lick me & lick me so much,lick me,why does my,greyhound,Yes,Large,Large garden,Large house,why does my greyhound lick me,why+does+my+greyhound,Greyhound,Either,No,12
greyhound,Hound,Short,Up to 1 hour per day,Once a week,/media/2941/greyhound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140459660000000,Over 10 years,/search/breeds-a-to-z/breeds/hound/greyhound/,why+does+my+greyhound,0,s teeth chatter,s teeth chatter,chatter his teeth & s teeth chatter,why does my,greyhound,Yes,Large,Large garden,Large house,why does my greyhounds teeth chatter,why+does+my+greyhound,Greyhound,Either,No,12
greyhound,Hound,Short,Up to 1 hour per day,Once a week,/media/2941/greyhound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140459660000000,Over 10 years,/search/breeds-a-to-z/breeds/hound/greyhound/,why+does+my+greyhound,eating habits,eat grass,eat grass & niel eat grass,eat grass,why does my,greyhound,Yes,Large,Large garden,Large house,why does my greyhound eat grass,why+does+my+greyhound,Greyhound,Either,No,12
greyhound,Hound,Short,Up to 1 hour per day,Once a week,/media/2941/greyhound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140459660000000,Over 10 years,/search/breeds-a-to-z/breeds/hound/greyhound/,why+does+my+greyhound,0,chatter his teeth,chatter his teeth,chatter his teeth & s teeth chatter,why does my,greyhound,Yes,Large,Large garden,Large house,why does my greyhound chatter his teeth,why+does+my+greyhound,Greyhound,Either,No,12
greyhound,Hound,Short,Up to 1 hour per day,Once a week,/media/2941/greyhound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140459660000000,Over 10 years,/search/breeds-a-to-z/breeds/hound/greyhound/,why+does+my+greyhound,health,tremble,tremble,"keep shaking, s leg shake, shake and 3 more",why does my,greyhound,Yes,Large,Large garden,Large house,why does my greyhound tremble,why+does+my+greyhound,Greyhound,Either,No,12
greyhound,Hound,Short,Up to 1 hour per day,Once a week,/media/2941/greyhound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140459660000000,Over 10 years,/search/breeds-a-to-z/breeds/hound/greyhound/,why+does+my+greyhound,noise,pant so much,"pant all the time, pant so much, panting and 3 more",pant so much,why does my,greyhound,Yes,Large,Large garden,Large house,why does my greyhound pant so much,why+does+my+greyhound,Greyhound,Either,No,12
greyhound,Hound,Short,Up to 1 hour per day,Once a week,/media/2941/greyhound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140459660000000,Over 10 years,/search/breeds-a-to-z/breeds/hound/greyhound/,why+does+my+greyhound,0,lean on me,lean on me,lean on me,why does my,greyhound,Yes,Large,Large garden,Large house,why does my greyhound lean on me,why+does+my+greyhound,Greyhound,Either,No,12
